id,name,place_id,address,lat,lng,island,region,phone,website_url,rating,review_count,opening_hours,google_maps_url,photo_url,description,price_min_nzd,price_max_nzd,tags,booking_url
58,Hastings Golf Club,ChIJR1BGL_rIaW0RRZiQ8J3FwxQ,"1523 Maraekakaho Road, RD5, Bridge Pa 4175, New Zealand",-39.650849699999995,176.7740512,North Island,Hawke's Bay,+64 6 879 7206,http://www.hastingsgolfclub.co.nz/,4.7,83,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM']",https://maps.google.com/?cid=1496256783353681989&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJR1BGL_rIaW0RRZiQ8J3FwxQ/photos/AcnlKN3Tr7vFkhh8EdsTftQkME6xnUL2kM8Ax9SeZ9Dm5WW0bEk4C96i3ebSGvjwHKE9tO7MtwnUFTb2eSlvBgT-bfyM3-brM5SGtDMWynjvE1nDfVuo3d5vNXB5KdOjCiKfT8YrhyhMwKt4d33wNyONKCG3UEIM2u39OHT0Q8OeHbZ23OcBEruMos1vu126uUJIeWtcnot78Wgyv802Z7Cx2MV1asaN8MsSvPuz68b5eNH9Ri-qM2Oa5UcxEQGbMeyFMuiCzLnbaPPSf2Dq9t0UwypfVP4O7PnfdnM9Bs63nTjhHIc1Lt5kSrqHi1Wwfp7lxxW-Ye0BitkdJ9KdO1qnZG8JiEEDqGp4PrxjcpG97IZCzSHmLvMCpTDooYQbvofYNkdQ-3XSNyl2QldaVgrVJIPTKeTp41XXv97c8bkl4FYwUCax/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Hawke's Bay, North Island, offering a peaceful playing environment. Rated 4.7/5 (83 reviews) on Google.",80,180,"['coast', 'local', 'mid']",
59,Hauraki Golf Club,ChIJtZkVePVjbW0RtcrVzX93X2A,"3566 State Highway 2, Hauraki, Mangatarata 3576, New Zealand",-37.2918014,175.3750915,North Island,Waikato,+64 7 867 3197,http://haurakigolf.co.nz/,4.7,159,"['Monday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20094:00\u202fPM']",https://maps.google.com/?cid=6944400541226486453&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJtZkVePVjbW0RtcrVzX93X2A/photos/AcnlKN0sw7HNbMeY9_MowF_joKl2gdDtzkaafsKiEzY3wPfpxUC52NkhzBhHXZLUNYYmzZ4PZKmqhCPPSULfxF9jwKj5ay3hoGehX0CveogqfLtKd-eHjDMaZ3EOWHGikMKHmoqo9kQyCYWxDJZ_cwogoa3ZHiconvFAw16RYduvWDqR8xSYmejPi8jIYAju2SsR2ZJwmz8z-MUgHMj9X5T1OdoAKE2OpK4KtyydITqkUO69ZFGpj1ZiP57wP7FwOir4k8ZVslbu9EN_0DSMe776dcnrLurJOv71bdoNrdPat7Ca4Q/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Waikato, North Island, offering a peaceful playing environment. Rated 4.7/5 (159 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
60,Hawera Golf Club,ChIJ8ayvwQV2FW0RChHkjl1QXnY,"270 Fairfield Road, Hāwera 4610, New Zealand",-39.614233899999995,174.2643799,North Island,Taranaki,+64 6 278 5828,https://www.haweragolf.com/,4.6,28,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM']",https://maps.google.com/?cid=8529343107045789962&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJ8ayvwQV2FW0RChHkjl1QXnY/photos/AcnlKN1Epf2qta7ZYCQxtJebp9CUyAgQFSXbrsM484guxnTa0D8ion_UtXz-h5fn189ai_yWOfPRKxrc6dWCGpL1P8Qwtv69WOh3T6Tb5fpeG-xna_U69NOOvjbpFpt7kdlj_Ymat4WqUqwNwnjnHEWPZ_Eu2jGN2XCYBVfEWRmrDvk8IS6YsS2v1Go25Wn6pBcQAvS9EmLrk8owfrWrpXyj_Lc_5O9HpxDdRYEZjre70jeNaAxIDfTm_wyef8noQQSI8wU8MzRuyRYLLlR4_l9NXDiBm3YUnqoaZSFWdekb8U2teQ/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Taranaki, North Island, offering a peaceful playing environment. Rated 4.6/5 (28 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
61,Hawkes Bay Golf Club,ChIJh3VcJlvIaW0RyXG90XmICnk,"114 Valentine Road, Bridge Pa 4175, New Zealand",-39.637507,176.7690313,North Island,Hawke's Bay,+64 6 879 8890,https://www.hawkesbaygolfclub.co.nz/,4.4,146,"['Monday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20097:00\u202fPM']",https://maps.google.com/?cid=8721933685147660745&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJh3VcJlvIaW0RyXG90XmICnk/photos/AcnlKN2NjWT5DFIdk5QGhfg0CnfJD8nYcbDFrX1Kzd_aqwW4PnNTvffhFHqNqG01NxzvzuIXLhh1C2LvCAnSXOJ5Nu-dp-hMjfshAE5kq95_kPAAyUckxylcYO0A6xtAFeVqb_fg8dXA3hOMcV8466_4_ebJ8w5AwKc5mmQbvlWkbkX7iEBVbf3lg7DrAxqUNzXvpOHPFX7bydDAT2tXR56TFTL6DJBX5RB9uhp9S45RFmlrDLF_KeuU-mfVbW8CTCj3mOXXg7L2dlTM73VpbELwSqxm8o1Nusx6IZHlQwQnKs3QxrSRFQ55oTLdDV4mKqJi6C-OWnZAjBeTzF4HyMEdce1CxSOdhmMkpSzelvMrRBO0QCVfqCZmHyZFASP4N3qpn886vJgC98Xa6OupDWjRz4UF8h-EJWziZBYtryQDrHkfOg/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Hawke's Bay, North Island, featuring stunning coastal views. Rated 4.4/5 (146 reviews) on Google.",35,80,"['coast', 'local', 'value']",
62,Hedgehope Golf Club,ChIJ_____78p06kRC2xX85Z5q1E,"2402 Glencoe Highway, Hedgehope 9872, New Zealand",-46.1987451,168.5622924,South Island,Southland,,,4.6,20,,https://maps.google.com/?cid=5884931027324333067&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJ_____78p06kRC2xX85Z5q1E/photos/AcnlKN0DQ7b_ECsIX6h3kHLAPhUIJTi-OCDOsST0DJs_aRVAo0wIspFZlF0XXtNsGV_I01HUIaIptL766n2fG1dQQYP_r9s2hsdUTcAIv0nIVbBxxLXAH9e3nbiKb7a0E_5ncPkjylhKwV7UWbDO7L6oRbdd39VD_PAbo58eBDiTuVJqZHcKDqgiVf4MKXwGuufg4hZROH7FnHSPeQRlgbvNYRcwBN7wRVnZ3VaqYZp5mNhrFegU6rJH5Lfxas9G4HqvgqT3vh0Dlkc7kH8WCCxOVATdDkNZIgYJljJVEZj0gDBRly9IghJyBO5b1LwJv0pi7uegrtrWtj62wjHxcgB-QwpdvYLXQCuyF6RvvSREpL7ocuvcLr7TWp9XYAYRbE7BhmUvo8DcUgiL_xWOa7HhCYJett0wTbBetXdrh6YgC3sdR00/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Southland, South Island, offering a peaceful playing environment. Rated 4.6/5 (20 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
63,Hokitika Golf Club,ChIJPy1bVNUoL20Rv9cR3RSOBSQ,"206 Golf Links Road, Ruatapu 7883, New Zealand",-42.738457499999996,170.9367892,South Island,West Coast,+64 27 644 4229,https://hokitikagolf.wixsite.com/hokitikagolfclub,4.7,48,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://maps.google.com/?cid=2595636980508383167&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJPy1bVNUoL20Rv9cR3RSOBSQ/photos/AcnlKN3prowlK9m4twbMYmC9oC3XL2-_hJhS1-SfcoNbY42Fs2X84l59T6eiYTpcS1TMx5XNey8kEx9GlP2qMqmXi5zCkYw19MzwX9muktHf9-XVwarHuv-qoZHzdt9xVhdtft1wJevVRKwFsgyTncF4nGFVqXl6g-G0upUCoCLOIkxaDelrqCoJUxPG8L1pnZOT-1IqTCQZ5TaWUBDMleAncLP0fRzTXB8QNtxaw-lgqmSWG7LnrI0-OFzgKgXUjqi6F6DKU5eITxfvyKIRSDyLGElAlJiu3Oy41F1NeCIeShy3iA/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in West Coast, South Island, offering a peaceful playing environment. Rated 4.7/5 (48 reviews) on Google.",50,120,"['coast', 'links', 'mid']",
64,Holey Moley Golf Club Wellington,ChIJLZdqRbqvOG0RPEEk_TuhqW8,"1 Willis Street, Wellington Central, Wellington 6011, New Zealand",-41.286774099999995,174.7761468,North Island,Wellington,+64 9 801 5592,https://holeymoley.co.nz/locations/wellington?utm_source=google-business&utm_medium=organic&utm_campaign=search-google-business,4.4,371,"['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",https://maps.google.com/?cid=8046139488296255804&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJLZdqRbqvOG0RPEEk_TuhqW8/photos/AcnlKN0bHJJm6_NIrdhNQm-e4ru0p8waCAv24rS51WHGFf8kPnUMR5FHEGo12xUx80W0_eAuR937WcPc4jdZY8u3V0_CyHUvdym2b-phtzxkxBaVC1GMwA2KBFBgPGFcM0NxwdJR6YoNxQYbvYBJwawpNgoEH7JfMXNbbQ99t1q2CQfPnp-RuRfwVowTECLrjNeotAe2I0DlMvK7tHqooxYIAUA7wzQmcVviVhoAXP2g3sVoVR2A6JBEeC5hSPSCKdNdoLs8uV2elWm7y0vBhmUjJagRFJiTmwCtMshW4orB61OOxVKMyn24tSuGIMDAl_zWY-8oBVphNS0N8YFbWTTrRF6xivA3JMuXXV0kxzV86Kle1-dtm3nhIY-bcdJ5a0m94GeHSYTXk80xy2De-LJ3qMuzgBagHa9zQCni-l_pof3oMAu7/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Wellington, North Island, offering a peaceful playing environment. Rated 4.4/5 (371 reviews) on Google.",35,80,"['coast', 'local', 'value']",
65,Hororata Golf Club,ChIJYW3GwqUJLm0R2h_rpjNCQuQ,"2597 Homebush Road, Glentunnel 7673, New Zealand",-43.4813273,171.94092949999998,South Island,Canterbury,+64 3 318 2887,https://www.hororatagolf.co.nz/,4.6,217,"['Monday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 6:30\u202fAM\u2009–\u20097:00\u202fPM']",https://maps.google.com/?cid=16447781578721664986&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJYW3GwqUJLm0R2h_rpjNCQuQ/photos/AcnlKN2B2p7lAdkMhI95njc3szK0SF8YWPlgjTlnEV48o2J8e3isoGTZgwgFi-LcL13vgmlYn7xkK2N9ucMQ4d-e_7GV8-hPBZ1QmSTq2Xpg5QMb6ib1cD0EKqZ5fzeLSFJ8i8R6IjWdv8QNOnmjW354HEBw_9kN41Z_kLteZ9JERyCm2iucCaKeE47Z5LpmcBiNa8mtmubDzvAUmsNLEa9s_CJzbLUd7FZL6knk3eDippcYTZptcsEGgScoZTNAZNWZnMH7dd5Hn_Gu8imEZ4zJwIc4KnP9gpjQx6lWFD9TIlkA2T0cFb0tc-RsydxxkDBGIQd0O0FWaKZjMRvA5msI3_C-usJeFnIhebWG6CZxbZ1rHr3rvDLkFO6FODuwkQ094vGa8LYJNmhpD_Cr6RPuIkagQ1bG0iGms_VGLN3AmXyEug/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Canterbury, South Island, nestled among native bush. Rated 4.6/5 (217 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
66,Horsham Downs Golf Club,ChIJv9cJyS4jbW0Ry3rTIPNYOkk,"1991 River Road, Horsham Downs 3281, New Zealand",-37.7182467,175.2237217,North Island,Waikato,+64 7 829 4709,http://www.horshamdownsgolf.co.nz/home-1,4.4,125,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20097:00\u202fPM']",https://maps.google.com/?cid=5276627714668985035&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJv9cJyS4jbW0Ry3rTIPNYOkk/photos/AcnlKN34OqUVWGfkPg_TcM9pKqIwThoTmiog3ganYCenlMNSGGiryajm30MBPMQB7pUYjrDbOcY5lz3eE7KglmQp_EXTljU9Tx2Qr4jBbMVLQhc5sMgZ7mdHfHQKSGAVWZ0zOahnC28z4JxnPso0xv50Qh6ZAnaabf-B2SkAlalKdWM-j2gjqQx4mXKAqolrJHGR8ecUG3azffEMqEUCwi0Elp5a0C3kCrD8ortTnY1IaOIV0DL4xEDpk4i9qUrTUZbzVbz7RKXOEEabs9Lps8_4FXYUdt5MdLBpGaEZ23KsgOBb2BQnLwjTuHeA87Qvp3q47v0q2ZAQsH54ElPsjzpqciWMD_lj6J0yM9-L6JXxjiC82n3nVY6LRYqVYWtlWbqvz0txLnNKwqjCsxVPmgLW6Kk_ZS_Y0Ie43loMcbc8i8TL55GX/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Waikato, North Island, with beautiful lakeside scenery. Rated 4.4/5 (125 reviews) on Google.",35,80,"['coast', 'local', 'value']",
67,Houhora Golf Club,ChIJs2xyZAq6CW0R0OqbJGLvAA8,"Far North Road, Houhora 0484, New Zealand",-34.7704623,173.08087210000002,North Island,Northland,+64 9 409 8266,https://www.harbourgolf.co.nz/Northland-Clubs/Houhora-Golf-Club-1,4.4,25,,https://maps.google.com/?cid=1081127115368950480&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJs2xyZAq6CW0R0OqbJGLvAA8/photos/AcnlKN25L7V8yw299RTsINDmSBhFQKY1kJ6TB5YpXAAccXehq-mn2fbeBHBVjv0Y3nm_rcYAoHEhtx7LDuXTPB9vjpY4OCzzb2jdqoohkn_SHJ9oXUunzWojOSCnSeV9P4wT0kuEpNnt6VcwhEd0u0OGzcAaWzb0pLBBeWqtoW47jz26UPelk_Ye_9K1HIv-Dgvfzo8dfEMaYgWB4-nnnoKeVU6RXIVLhUr9dkIN90kSlLugporaSOXsnApOEQ4W27oUI_lBYTZ8xWwisKt_L5f1LEDJZbIg4GAiCyikJbIYXqyHirpXRPfsIqQGrajcJDUxpTFwKoeDV7qNxzAWj0ZdjoapCYG8zrUxXYZ6w7YTHRp5speuGt8ehKFwlp_l677xI4CDLcHaqpYiwED3FGO3acRQz4C0lP-7ZDDWi6b4e6Ydg0p1/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Northland, North Island, offering a peaceful playing environment. Rated 4.4/5 (25 reviews) on Google.",35,80,"['coast', 'local', 'value']",
68,Howick Golf Club,ChIJu5zbAYlKDW0RccA8OIKycD0,"32 Musick Point Road, Bucklands Beach, Auckland 2012, New Zealand",-36.8578155,174.9046189,North Island,Auckland,+64 9 535 1001,http://www.howickgolf.co.nz/,4.4,303,"['Monday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20096:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20096:30\u202fPM']",https://maps.google.com/?cid=4427234706064195697&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJu5zbAYlKDW0RccA8OIKycD0/photos/AcnlKN04_zXp7tSjJlGX3JYY94CLDz8VzpikhfFdVzbaHLaMdNrRM3xMR6EqV-HqYv9piY28qJ4l8aMu76ulORLXqqF7A5143znS7ILuqwYCqmEM5ywUsG_qaBRsouC7kjM4Ulp2ESVOhwJmnsGTdUEgeANkCBgqNZhjs3sN_6-rm966-uhPaXbpgMhXO-C8vLIf81XouIqLM61Kickzs6Bh73Qn6BJmPblbfBYrOjmaaeOXisJ8nrE-s32vwkGB-OkrPhvtMP-F0fLAfuWe1TofxO093MrCalnk_eV-DYwhY3NU2g/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Auckland, North Island, featuring stunning coastal views. Rated 4.4/5 (303 reviews) on Google.",35,80,"['coast', 'local', 'value']",
69,Hukanui Golf Club,ChIJIe8NA-49bW0R4XTXtewlllU,"1550 Gordonton Road, Taupiri 3791, New Zealand",-37.6457759,175.26281079999998,North Island,Waikato,+64 7 824 3784,https://www.hukanuigolf.co.nz/,4.5,136,"['Monday: Open 24 hours', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Open 24 hours']",https://maps.google.com/?cid=6167158438323778785&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJIe8NA-49bW0R4XTXtewlllU/photos/AcnlKN1mvxj6X3CvQm5tyDKZIFNEOdSWtZ2_F4ka8sOhTSzl7E8-sLq8G7P6xapnvqdyEEckxcGRCgZreeV0wmca4wdJELqnv-kMyV3sO1m4rnm-X_bImuoiiiRSe72Yp2uFYW-WRHahNZmDwioLaOc94gx4yiq8y_3pJZ0fwDieV9Ei-hV1wS4jsIgidZ5l-UrBoQVS22dcHaM1AJvsG6NGKICHB14l8SENGpvHx1Dal_swTUlenSqHwMORRanEB6_JMOOwwuPSrjRDWob1Q7r7nAMTwrb5XxpsagBAh6ds27lMczhHQ06zOx-w-TdS0_khhWOn9ACq6F7EWltnMti2xRvHnvQ-tnT5_x2m-TaAOcmAc5L1ZlbjblGm53Lw-8p0_s5McqMN7tGMD9o_BG073EMnqTjvC00U12s3dEojaCU/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Waikato, North Island, offering a peaceful playing environment. Rated 4.5/5 (136 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
70,Huntly Golf Club Inc,ChIJpwg6psVHbW0RpVvLPIOEV_g,"540 Te Ohaki Road, Te Ohaki 3772, New Zealand",-37.4978443,175.1511234,North Island,Waikato,+64 7 828 8305,https://www.huntlygolfclub.co.nz/,4.3,87,,https://maps.google.com/?cid=17894917343575497637&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJpwg6psVHbW0RpVvLPIOEV_g/photos/AcnlKN3ttjG2SXbHKbg6Q2rfOmNvHgSWRvF6Iy7fOpjnBDnsMqIoTRuNsWgxfx4UJ0nvtO0jkpACwkSTPx5Uu4YY_OWtKo5ntFBvOez-ATtcuhSDHH_8shT8RbOQGSAJ7fqpl3T-whtWOyc8K3inEBFPktliruNhippg_OofqWP2b5B8fdLmG6pS8mHVKPeaC7N2FIAUaDva3gDVWqapL4rrMoK7JUK5Ljl_jiHM_br2RfZ0vDK5NHkpIb0ZPxBM4QFbXaWgeO7Qi0jQeAXhhq4OPh3HU1-oyYHs_VwsHqLtAlg1o6IkDyoQCeNiE9pINAk_LmZ3LW5iYp-MpJKihWBLhm8ofs75hkojsFOJZdgEnxroSNWuFhEVeJeAWaudxG3hulVMCo7H3UwaD23EjiHbsWO7w8J6G-LIyav03yp4ZKG8zg/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Waikato, North Island, offering a peaceful playing environment. Rated 4.3/5 (87 reviews) on Google.",35,80,"['coast', 'local', 'value']",
71,Inglewood Golf Club,ChIJ6QQV6EtTFG0Rptk9HabbU8Q,"244 Lepper Road Upper, Egmont Village 4386, New Zealand",-39.1701996,174.16738049999998,North Island,Taranaki,+64 6 756 7472,http://inglewoodgolf.co.nz/,4.8,115,,https://maps.google.com/?cid=14146892361002506662&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJ6QQV6EtTFG0Rptk9HabbU8Q/photos/AcnlKN1XH3Ow_p-zJupQYKA-MRutkpxrcHmcd08fUiPhpGWSx2Hfd5Wy7VdKu8TW-zNKkwbXsdSSxhrAE2__6H8hJUYVZYWlIx82q3S5chrdglaAFgyRDDVPbeF7eH98lBantYYcgs_WExEPR4HRlpn63oqn2nGaBh4L_-eZRwJp414SRyn8r-MVjx6ckuKM4y1YN4ai3nFIhpWuo7w7-V_5-3SaRMvKNh-VF8aiJsAMW_lItov-7bHpJ7yqdT9hhNthKDHY0tma7-pnsi8fHYiN73iwaP3NdPxFaWususd6e-Uy2WUgJMfl-GALqJgkhNkT1xnXye9EJMBMfPq4nXwu2c7VCm_3qRGqj2uFrtz1-uTslUl8xAIgeg9jyJj7UPDibJB6uyai_NtGlZqKNZSHY959KB3oGsyyyfTXvyjANJTeN4oI8dqLEIPqgKzqh3Os/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Taranaki, North Island, offering a peaceful playing environment. Rated 4.8/5 (115 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
72,Invercargill Golf Club,ChIJu7mM-rLD0qkRgy-b_5SyI_c,"Dunns Road, Otatara 9879, New Zealand",-46.428256399999995,168.2836702,South Island,Southland,+64 3 213 1133,https://invercargillgolf.co.nz/,4.7,84,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM']",https://maps.google.com/?cid=17808273704566337411&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://places.googleapis.com/v1/places/ChIJu7mM-rLD0qkRgy-b_5SyI_c/photos/AcnlKN23ZOnXx_wjnsoadHz97pI7CQbN0yqKUXE0ASovfOczAG2AOeV8N5EzQb-Mwaz33S8xllLDKHrT6HN8up6_X8z9EwrCzOHRoMtnNiBToFbip7vPnnUyKty0Qq29HBqEXKPTRKg3dS09xoRJojfFTraTVzqeepI2amnUiHZIWlMbc_lOdUHpztCh_xIDOxN-Br6-QqWk2HEp_yAtjZpW7tiCWAoR57fSiQszG-EqUYbaq42e7dPWsCgBBxHXNyoCQmS0lpg3Dv_BJNk5gCnAV84T70By-UJXcApd-3NGWU5yFNHk-Fwv1lgLmaH29kDJx2cwZyGaC9karQoE2zz5FoOQHbOZt4eHzypQZNg5RUPO-sNA76ETqLKSsX7cxWxuynixCd6o2pRNSar8V7EjBqg5ubNwDIsGNCECGMFC1gc/media?maxWidthPx=800&key=AIzaSyC8TIk0MnhD2IRSUvuND9nW3i6A344sGGI,"Golf club in Southland, South Island, offering a peaceful playing environment. Rated 4.7/5 (84 reviews) on Google.",50,120,"['coast', 'local', 'mid']",
